,Sport,Date,Competition,Description
710,Basketball,27-Dec 17:00,Czech Republic NBL,BK Opava v USK Praha
711,Basketball,27-Dec 17:00,Czech Republic NBL,TJ Sokol Hradec Kralove v BK Decin
712,Basketball,27-Dec 17:00,Czech Republic NBL,BK Olomoucko v Slavia Prague
713,Basketball,27-Dec 17:00,Germany Pro A,Wolmirstedt v VfL SparkassenStars Bochum
714,Basketball,27-Dec 17:00,Germany Pro A,Koln Rhein Stars v Bayer Giants Leverkusen
715,Basketball,27-Dec 17:00,Germany Pro A,Koln Rhein Stars v Bayer Giants Leverkusen
716,Basketball,27-Dec 17:00,Slovakia Extraliga,Nitra Blue Wings v BK Levicki Patrioti
717,Basketball,27-Dec 17:00,Slovakia Extraliga,MBK Lucenec v BK 04 AC LB Spisska Nova Ves
718,Basketball,27-Dec 17:00,Slovakia Extraliga,MBK Rieker Komarno v Kosice Wolves
719,Basketball,27-Dec 17:00,Poland BLK (W),Artego Bydgoszcz Women v Basket 90 Gdynia Women
720,Basketball,27-Dec 17:00,Slovakia Extraliga,BC Prievidza v BK Iskra Svit
721,Basketball,27-Dec 17:00,Poland 1 Liga Mezczyzn,Big Star Tychy v Enea Astoria Bydgoszcz
722,Basketball,27-Dec 17:00,Slovakia Extraliga,Inter Bratislava v MBK Handlova
723,Basketball,27-Dec 17:00,Poland 1 Liga Mezczyzn,Polonia 1912 Leszno v LKS Lodz
724,Basketball,27-Dec 17:00,Poland PBL,Dziki Warshawa v BM Slam Stal Ostrow Wielkopolski
725,Basketball,27-Dec 17:00,Poland 1 Liga Mezczyzn,Polonia Warszawa v Kotwica Kolobrzeg
726,Basketball,27-Dec 17:00,Poland PBL,Asseco Prokom Gdynia v Legia Warszawa
727,Basketball,27-Dec 17:00,Adriatic League,Igokea v Borac Cacak
728,Basketball,27-Dec 17:00,Poland PBL,Trefl Sopot v Czarni Slupsk
729,Basketball,27-Dec 17:00,Adriatic League,KK Crvena Zvezda Beograd v Cedevita Olimpija
730,Basketball,27-Dec 17:00,Poland BLK (W),Wisla Can-Pack Women v AZS Poznan Women
731,Basketball,27-Dec 17:00,Croatia A1 Liga,Kvarner 2010 v Zadar
732,Basketball,27-Dec 17:00,Poland BLK (W),Sleza Wroclaw Women v Energa Torun Women
733,Basketball,27-Dec 17:00,Croatia A1 Liga,Alkar v GKK Sibenik
734,Basketball,27-Dec 17:00,Poland BLK (W),Gorzow Women v Bochnia (W)
735,Basketball,27-Dec 17:00,Croatia A1 Liga,KK Cedevita Junior v Dinamo Zagreb
736,Basketball,27-Dec 17:00,Poland BLK (W),Jelenia Gora (W) v SKK Polonia Warszawa Women
737,Basketball,27-Dec 17:00,Croatia A1 Liga,Cibona v Dubrava
738,Basketball,27-Dec 17:00,Poland BLK (W),CTL Zaglebie Sosnowiec Women v AZS Lublin Women
739,Basketball,27-Dec 17:00,Serbia KLS,Sloboda U v Radnicki Kragujevac
740,Basketball,27-Dec 17:00,Poland 1 Liga Mezczyzn,Polpharma Starogard Gdanski v Zubry Bialystok
741,Basketball,27-Dec 17:00,Serbia KLS,Sloga v KK Mladost SP
742,Basketball,27-Dec 17:00,Poland 1 Liga Mezczyzn,Decka Pelplin v OPTeam Resovia Rzeszow
743,Basketball,27-Dec 17:00,Serbia KLS,OKK Beograd v KK Vrsac
744,Basketball,27-Dec 17:00,Poland 1 Liga Mezczyzn,Miners Katowice v PBG Basket Poznan
745,Basketball,27-Dec 17:00,Serbia KLS,KK Cacak 94 v KK Zlatibor
746,Basketball,27-Dec 17:00,Serbia KLS,KK Cacak 94 v KK Zlatibor
747,Basketball,27-Dec 17:00,Poland 1 Liga Mezczyzn,PTG Sokol Lancut v AZS Politechnika Warszawska
748,Basketball,27-Dec 17:00,Serbia KLS,Borac Cacak v Vojvodina Srbijagas
749,Basketball,27-Dec 17:00,Poland 1 Liga Mezczyzn,Inowroclaw v Spojnia Stargard
750,Basketball,27-Dec 17:00,Serbia KLS,Hercegovac v Tamis
751,Basketball,27-Dec 17:00,Adriatic League,KD Ilirija v BC Zepter Vienna
752,Basketball,27-Dec 17:00,Serbia KLS,KK Joker v KK Metalac Valjevo
753,Basketball,27-Dec 17:00,Croatia A1 Liga,Zabok v Samobor
754,Basketball,27-Dec 17:00,Greece A1 Ethniki,Maroussi Athens v Panathinaikos BC
755,Basketball,27-Dec 17:00,Croatia A1 Liga,Dubrovnik v Split CO
756,Basketball,27-Dec 17:00,Serbia KLS,KK Dynamic v BKK Radnicki
757,Basketball,27-Dec 17:00,Spain ACB,Cazoo Baskonia Vitoria Gasteiz v San Pablo Inmobiliaria Burgos
758,Basketball,27-Dec 17:00,Serbia KLS,KK Borac Zemun v Vojvodina Srbijagas
759,Basketball,27-Dec 17:00,Serbia KLS,Balkan Botevgrad v BKK Radnicki
760,Basketball,27-Dec 17:00,Czech Republic NBL,BK Decin v TJ Sokol Hradec Kralove
761,Basketball,27-Dec 17:00,Greece A1 Ethniki,Iraklis Thessaloniki v Panionios BC
762,Basketball,27-Dec 17:00,Serbia KLS,Sloga v KK Mladost Zemun
763,Basketball,27-Dec 17:00,NCAA,Columbia College (SC) @ NC Wilmington Seahawks
764,Basketball,27-Dec 17:04,Sweden Ligan,Jamtland Basket v Nassjo Basket
765,Basketball,27-Dec 17:04,Sweden Ligan,Dolphins v Uppsala Basket
766,Basketball,27-Dec 17:04,Sweden Ligan,Hogsbo v Boras Basket
767,Basketball,27-Dec 17:10,Lithuania LKL,BC Juventus v BC Gargzdai
768,Basketball,27-Dec 17:30,Denmark Basketligaen,Randers Cimbria v theView Copenhagen
769,Basketball,27-Dec 17:30,Germany BBL,Brose Bamberg v Ratiopharm Ulm
770,Basketball,27-Dec 17:30,Turkey Super Ligi,Demir Insaat Buyukcekmece v Bursaspor
771,Basketball,27-Dec 17:30,Germany BBL,Braunschweig v SC Rasta Vechta
772,Basketball,27-Dec 18:00,Denmark Basketligaen,Horsens IC v BK Amager
773,Basketball,27-Dec 18:00,Germany Pro A,Phoenix Hagen v PS Karlsruhe Lions
774,Basketball,27-Dec 18:00,Germany Pro A,BBC Bayreuth v Wwu Baskets Munster
775,Basketball,27-Dec 18:00,Spain ACB,CAI Zaragoza v Assignia Manresa
776,Basketball,27-Dec 18:04,Sweden Ligan,Sodertalje Kings v Sloga Uppsala
777,Basketball,27-Dec 18:04,Sweden Ligan,Sodertalje Kings v Sloga Uppsala
778,Basketball,27-Dec 18:04,Sweden Ligan,BC Lulea v Umea BSKT
779,Basketball,27-Dec 18:30,Germany Pro A,Artland Dragons v Crailsheim Merlins
780,Basketball,27-Dec 19:00,BNXT League,Leiden v New Heroes Den Bosch
781,Basketball,27-Dec 19:00,Germany BBL,Academics Heidelberg v Baskets Bonn
782,Basketball,27-Dec 19:00,Italy Lega 1 Basket,Aquila Trento v Amici Pallacanestro Udinese
783,Basketball,27-Dec 19:00,Germany BBL,EnBW Ludwigsburg v Science City Jena
784,Basketball,27-Dec 19:00,Spain ACB,Coviran Granada v UCAM Murcia
785,Basketball,27-Dec 19:00,Brazil NBB,Basquete Cearen v Minas
786,Basketball,27-Dec 19:00,Brazil NBB,Sport Clube Corinthians Paulista v Caxias do Sul
787,Basketball,27-Dec 19:00,Brazil NBB,Vasco da Gama RJ v Flamengo
788,Basketball,27-Dec 19:00,NCAA,Cleary University Cougars @ Duquesne Dukes
789,Basketball,27-Dec 19:00,Poland PBL,Stelmet Zielona Gora v MOSiR Krosno
790,Basketball,27-Dec 19:30,Super League,Leicester Riders v London Lions
791,Basketball,27-Dec 20:00,Brazil NBB,Paulistano v Mogi das Cruzes
792,Basketball,27-Dec 20:00,Spain ACB,Club Joventut Badalona v CB Breogan Lugo
793,Basketball,27-Dec 20:00,Brazil NBB,Franca Basquetebol Clube v Brasilia
794,Basketball,27-Dec 21:00,Brazil NBB,Pinheiros/SKY v Botafogo
795,Basketball,27-Dec 21:00,Brazil NBB,Sao Jose v Uniao Corinthians
796,Basketball,27-Dec 22:05,US NBA,Dallas Mavericks @ Sacramento Kings
797,Basketball,27-Dec 22:30,Brazil NBB,Unifacisa v Cruzeiro
798,Basketball,27-Dec 23:00,Argentina LNB,Quimsa v Ciclista Olimpico
799,Basketball,28-Dec 00:05,US NBA,Phoenix Suns @ New Orleans Pelicans
800,Basketball,28-Dec 00:05,US NBA,Denver Nuggets @ Orlando Magic
801,Basketball,28-Dec 01:00,NCAA,CS Northridge Matadors @ Stanford Cardinal
802,Basketball,28-Dec 01:05,US NBA,Indiana Pacers @ Miami Heat
803,Basketball,28-Dec 01:05,US NBA,New York Knicks @ Atlanta Hawks
804,Basketball,28-Dec 01:05,US NBA,Cleveland Cavaliers @ Houston Rockets
805,Basketball,28-Dec 01:05,US NBA,Milwaukee Bucks @ Chicago Bulls
806,Basketball,28-Dec 01:05,US NBA,Brooklyn Nets @ Minnesota Timberwolves
807,Basketball,28-Dec 01:05,US NBA,Utah Jazz @ San Antonio Spurs
808,Basketball,28-Dec 01:05,US NBA,Utah Jazz @ San Antonio Spurs
809,Basketball,28-Dec 03:35,Australia NBL,Adelaide 36ers v Perth Wildcats
810,Basketball,28-Dec 04:05,Japan B2 League,Yamagata Wyverns v Ehime Orange Vikings
811,Basketball,28-Dec 05:00,South Korea KBL,Changwon LG Sakers v Anyang KGC
812,Basketball,28-Dec 05:00,South Korea KBL,Wonju Dongbu Promy v Samsung Thunders
813,Basketball,28-Dec 05:00,Japan B League,Ryukyu Golden Kings v Sendai 89ers
814,Basketball,28-Dec 05:05,Japan B2 League,Fukui Blowwinds v Yokohama Excellence
815,Basketball,28-Dec 05:05,Japan B2 League,Iwate Big Bulls v Fukushima Fire Bonds
816,Basketball,28-Dec 05:05,Japan B League,Levanga Hokkaido v Kyoto Hannaryz
817,Basketball,28-Dec 05:05,Japan B2 League,Kobe v Bambitious Nara
818,Basketball,28-Dec 05:05,Japan B League,Hitachi Sunrockers Tokyo v Osaka Evessa
819,Basketball,28-Dec 05:05,Japan B2 League,Nagano Shinshu Brave Warriors v Kumamoto Volters
820,Basketball,28-Dec 05:05,Japan B League,Yokohama B-Corsairs v Altiri Chiba
821,Basketball,28-Dec 05:05,Japan B League,Akita Northern Happinets v F Eagles Nagoya
822,Basketball,28-Dec 05:05,Japan B League,Shimane Susanoo Magic v Nagoya Diamond Dolphins
823,Basketball,28-Dec 05:05,Japan B League,Shiga Lake Stars v Toyama Grouses
824,Basketball,28-Dec 05:05,Japan B League,Hiroshima Dragonflies v Ibaraki Robots
825,Basketball,28-Dec 06:05,Japan B League,Gunma Crane Thunders v Sanen NeoPhoenix
826,Basketball,28-Dec 06:05,Japan B2 League,Rizing Fukuoka v Shizuoka
827,Basketball,28-Dec 06:05,Japan B2 League,Aomori Watts v Kagoshima Rebnise
828,Basketball,28-Dec 06:05,Japan B League,Nagasaki Velca v Chiba Jets
829,Basketball,28-Dec 06:05,Japan B League,Alphas Otsuka Corporation v Tochigi Brex
830,Basketball,28-Dec 06:05,Japan B League,SeaHorses Mikawa v Alvark Tokyo
831,Basketball,28-Dec 07:00,Korea WKBL,KB Stars Women v KEB Hana Bank Women
832,Basketball,28-Dec 07:30,South Korea KBL,Busan KCC Egis v Mobis Phoebus
833,Basketball,28-Dec 08:00,Australia WNBL,Perth Lynx Women v Geelong United
834,Basketball,28-Dec 08:00,Australia WNBL,Southside Flyers Women v Adelaide Lightning Women
835,Basketball,28-Dec 10:00,Turkey TBL,Pizza Bulls v Final Spor Genclik
836,Basketball,28-Dec 10:00,Turkey Super Ligi,Esenler Erokspor v Pinar Karsiyaka
837,Basketball,28-Dec 11:00,Greece A1 Ethniki,AS Karditsas v PAOK Thessaloniki
838,Basketball,28-Dec 11:00,East Asian Super League,Eastern v Fubon Braves
839,Basketball,28-Dec 11:00,East Asian Super League,Eastern v Fubon Braves
840,Basketball,28-Dec 11:00,Bulgaria NBL,Balkan Botevgrad v Spartak Pleven
841,Basketball,28-Dec 11:00,Spain ACB,Basquet Girona v Forca Lleida
842,Basketball,28-Dec 11:15,Spain Women's Liga Femenina,Casademont Zaragoza Women v RPK Araski Women
843,Basketball,28-Dec 11:30,Spain Women's Liga Femenina,Club Joventut Badalona Women v Valencia Basket Club Women
844,Basketball,28-Dec 11:35,China CBA,Fujian Sturgeons v Beijing Ducks
845,Basketball,28-Dec 11:35,China CBA,Guangzhou Long-Lions v Jilin
846,Basketball,28-Dec 11:35,China CBA,Nanjing Monkey Kings v Jiangsu Dragons
847,Basketball,28-Dec 11:35,China CBA,Ningbo Rockets v Tianjin Pioneers
848,Basketball,28-Dec 11:35,China CBA,Qingdao Eagles v Shandong Heroes
849,Basketball,28-Dec 11:35,China CBA,Shanxi Loongs v GuangDong Southern Tigers
850,Basketball,28-Dec 11:35,China CBA,Zhejiang Golden Bulls v Xinjiang Flying Tigers
851,Basketball,28-Dec 11:45,Turkey TBL,Fenerbahce Ulker II v Harem Spor Kulubu
852,Basketball,28-Dec 12:00,Spain ACB,Lenovo Tenerife v CB Gran Canaria
853,Basketball,28-Dec 12:30,Turkey Super Ligi,Petkim Spor Aliaga v Besiktas JK
854,Basketball,28-Dec 13:30,Turkey TB2L,Ilkler Sehri Usak v Turk Telekom Ankara 2
855,Basketball,28-Dec 13:30,Turkey TBL,Bordo Sportif RS v Konya BBSK
856,Basketball,28-Dec 14:00,Greece A1 Ethniki,Peristeri BC v ASP Promitheas
857,Basketball,28-Dec 14:00,Finland Korisliiga,Tampereen Pyrinto v UU-Korihait
858,Basketball,28-Dec 14:00,Finland Korisliiga,Tapiolan Honka v KTP-Basket
859,Basketball,28-Dec 14:50,Lithuania LKL,BC Neptunas v BC Siauliai
860,Basketball,28-Dec 15:00,Portugal LPB,UD Oliveirense v Sporting CP
861,Basketball,28-Dec 15:00,Portugal LPB,CA Queluz v Ovarense Dolce Vita
862,Basketball,28-Dec 15:00,Portugal LPB,CP Esgueira v Vitoria SC
863,Basketball,28-Dec 15:00,Finland Korisliiga,Salon Vilpas v Namika Lahti
864,Basketball,28-Dec 15:00,Portugal LPB,SC Braga v Lisboa e Benfica
865,Basketball,28-Dec 15:00,Finland Korisliiga,Nilan Bisons v Kouvot
866,Basketball,28-Dec 15:00,Portugal LPB,Galitos FC v FC Porto
867,Basketball,28-Dec 15:00,Italy Lega 1 Basket,Germani Basket Brescia v Reyer Venezia Mestre
868,Basketball,28-Dec 15:00,Super League,Newcastle Eagles v Caledonia Gladiators
869,Basketball,28-Dec 15:00,Portugal LPB,Vasco da Gama Porto v Imortal Basket
870,Basketball,28-Dec 15:00,Portugal LPB,Vasco da Gama Porto v Imortal Basket
871,Basketball,28-Dec 15:00,Super League,Bristol Flyers v Surrey 89ers
872,Basketball,28-Dec 15:00,Turkey Super Ligi,Galatasaray v Trabzonspor
873,Basketball,28-Dec 15:15,Turkey TBL,Royal Hali Gaziantep v Kahramanmaras
874,Basketball,28-Dec 16:00,Germany Pro A,Baskets Koblenz v VfL Kirchheim Knights
875,Basketball,28-Dec 16:00,Austria Superliga,BBC Nord v SKN St Polten
876,Basketball,28-Dec 16:00,Hungary NB1-A,OSE Lions v Falco KC-Szombathely
877,Basketball,28-Dec 16:00,Hungary NB1-A,Kaposvari KK v Szolnoki Olaj
878,Basketball,28-Dec 16:00,Hungary NB1-A,NKA Pecs v Kormend
879,Basketball,28-Dec 16:00,Hungary NB1-A,Budapesti Honved SE v DEAC
880,Basketball,28-Dec 16:00,Bulgaria NBL,Minyor 2015 v Levski
881,Basketball,28-Dec 16:00,Hungary NB1-A,Naturtex-SZTE-Szedeak v Atomeromu SE
882,Basketball,28-Dec 16:00,Spain ACB,Bilbao Basket v FC Barcelona Regal
883,Basketball,28-Dec 16:00,Hungary NB1-A,Alba Fehervar v Sopron KC
884,Basketball,28-Dec 16:00,Italy Lega 1 Basket,De Longhi Treviso v Dinamo Basket Sassari
885,Basketball,28-Dec 16:00,Hungary NB1-A,KTE-Duna Aszfalt v Zalakeramia ZTE KK
886,Basketball,28-Dec 16:00,Finland Korisliiga,Helsinki Seagulls v Joensuun Kataja
887,Basketball,28-Dec 16:00,Bulgaria NBL,BC Shumen v Lokomotiv Plovdiv
888,Basketball,28-Dec 16:30,Austria Superliga,Redwell Gunners Oberwart v WBC Wels
889,Basketball,28-Dec 16:30,Austria Superliga,Swans Gmunden v Raiffeisen Furstenfeld Panthers
890,Basketball,28-Dec 16:30,Austria Superliga,BC Zepter Vienna v Kapfenburg Bulls
891,Basketball,28-Dec 17:00,Italy A2 Gold,Del.Fes Avellino v Scafati Basket
892,Basketball,28-Dec 17:00,Austria Superliga,Arkadia Traiskirchen Lions v USBC Graz
893,Basketball,28-Dec 17:00,Italy A2 Gold,Juvi Cremona Ferraroni v United Eagles Basketball Gesteco
894,Basketball,28-Dec 17:00,Italy A2 Gold,Urania Milano v Baltur Cento
895,Basketball,28-Dec 17:00,Italy A2 Gold,Blu Basket Treviglio v Pallacanestro 2.015 Forli
896,Basketball,28-Dec 17:00,Italy A2 Gold,Real Sebastiani Rieti v Fortitudo Bologna 103
897,Basketball,28-Dec 17:00,Italy A2 Gold,Ruvo di Puglia v Libertas Livorno 1947 SSD
898,Basketball,28-Dec 17:00,Italy A2 Gold,Roseto Sharks v New Basket Brindisi (Enel)
899,Basketball,28-Dec 17:00,Italy A2 Gold,Gemini Mestre v Basket Torino
900,Basketball,28-Dec 17:00,Italy A2 Gold,Scaligera Basket Verona v VL Pesaro
901,Basketball,28-Dec 17:00,Italy A2 Gold,Scaligera Basket Verona v VL Pesaro
902,Basketball,28-Dec 17:00,Lega Basket A1 (women),Famila Schio Women v San Martino Di Lupari Women
903,Basketball,28-Dec 17:00,Italy A2 Gold,Rinascita Basket Rimini v Pistoia Basket 2000
904,Basketball,28-Dec 17:00,Lega Basket A1 (women),Della Fiore Broni Women v Givova Battipaglia Women
905,Basketball,28-Dec 17:00,Lega Basket A1 (women),Dinamo Sassari Women v BC Castelnuovo Scrivia ASD Women
906,Basketball,28-Dec 17:00,Lega Basket A1 (women),ASD Geas Basket Women v Roseto Women
907,Basketball,28-Dec 17:00,Spain Adecco Oro,CB Lucentum Alicante v Basket Cartagena
908,Basketball,28-Dec 17:00,Lega Basket A1 (women),Reyer Venezia Mestre Women v Magnolia Basket Campobasso Women
909,Basketball,28-Dec 17:00,Spain Adecco Oro,Hestia Menorca v Baloncesto Fuenlabrada
910,Basketball,28-Dec 17:00,Spain Adecco Oro,Fibwi Palma v Palmer Basket
911,Basketball,28-Dec 17:00,Spain Adecco Oro,Gipuzkoa Basket v CD Estela
912,Basketball,28-Dec 17:00,Spain Adecco Oro,Obradoiro CAB v Leyma Basquet Coruna
913,Basketball,28-Dec 17:00,Spain Adecco Oro,Palencia Baloncesto v Tizona Burgos
914,Basketball,28-Dec 17:00,Spain Adecco Oro,Asefa Estudiantes v CB Zamora
915,Basketball,28-Dec 17:00,Adriatic League,Buducnost VOLI v KK Mega Basket
916,Basketball,28-Dec 17:00,Spain Adecco Oro,Oviedo Baloncesto v Ourense
917,Basketball,28-Dec 17:00,Israel Ligat Haal,Hapoel Holon v Hapoel Tel Aviv
918,Basketball,28-Dec 17:00,Poland PBL,MKS Dabrowa Gornicza v King Wilki Morskie Szczecin
919,Basketball,28-Dec 17:00,Israel Ligat Haal,Hapoel Gilboa Galil Elyon v Maccabi Ironi Ness Ziona
920,Basketball,28-Dec 17:00,Adriatic League,Partizan Belgrade v Split CO
921,Basketball,28-Dec 17:00,Israel Ligat Haal,Elitzur Kiryat Ata v Maccabi Tel Aviv
922,Basketball,28-Dec 17:00,Israel Ligat Haal,Elitzur Netanya v Bnei Herzliya
923,Basketball,28-Dec 17:00,Israel Ligat Haal,Ironi Ramat Gan v Hapoel Beer Sheva
924,Basketball,28-Dec 17:00,Israel Ligat Haal,Hapoel Galil Elion v Maccabi Rishon LeZion
925,Basketball,28-Dec 17:00,Spain ACB,Valencia BC v River Andorra
926,Basketball,28-Dec 17:00,Israel Ligat Haal,Hapoel Jerusalem v Maccabi Ironi Raanana
927,Basketball,28-Dec 17:00,Italy Lega 1 Basket,Derthona Basket v Grissin Bon Reggio Emilia
928,Basketball,28-Dec 17:00,Bulgaria NBL,BC Beroe v Academic Bultex 99
929,Basketball,28-Dec 17:00,NCAA,Arcadia University Knights @ Saint Josephs Hawks
930,Basketball,28-Dec 17:10,Lithuania LKL,Nevezis v BC Lietkabelis
931,Basketball,28-Dec 17:30,Italy Lega 1 Basket,Gevi Napoli Basket v Pallacanestro Cantu
932,Basketball,28-Dec 17:30,Italy Lega 1 Basket,Gevi Napoli Basket v Pallacanestro Cantu
933,Basketball,28-Dec 17:30,Super League,Cheshire Phoenix v Manchester Basketball
934,Basketball,28-Dec 18:00,Spain Women's Liga Femenina,CAB Estepona Women v Hozono Global Jairis Women
935,Basketball,28-Dec 18:00,Spain Women's Liga Femenina,Lointek Gernika Bizkaia Women v CD Ibaeta Women
936,Basketball,28-Dec 18:00,Spain Women's Liga Femenina,CB Estudiantes Madrid Women v Gran Canaria Women
937,Basketball,28-Dec 18:00,Spain Women's Liga Femenina,Baloncesto Leganes Women v CB Avenida Women
938,Basketball,28-Dec 18:00,Spain ACB,Real Madrid v Unicaja Malaga
939,Basketball,28-Dec 18:00,Spain Women's Liga Femenina,Cadí La Seu Women v Spar Citylift Girona Women
940,Basketball,28-Dec 18:00,NCAA,Worcester State Lancers @ Bryant University Bulldogs
941,Basketball,28-Dec 18:00,Spain Women's Liga Femenina,Ferrol Women v Porta XI Ensino Women
942,Basketball,28-Dec 18:00,Italy Lega 1 Basket,Pallacanestro Trapani v Pallacanestro Varese
943,Basketball,28-Dec 19:00,Germany BBL,FC Bayern Munich Basketball v TBB Trier
944,Basketball,28-Dec 19:00,NCAA,Winthrop Eagles @ Texas Tech Red Raiders
945,Basketball,28-Dec 19:00,NCAA,Alice Lloyd College Eagles @ Morehead St Eagles
946,Basketball,28-Dec 19:00,NCAA,Union Bulldogs @ Wofford Terriers
947,Basketball,28-Dec 19:00,NCAA,Baptist (Fl) Eagles @ Mercer Bears
948,Basketball,28-Dec 19:00,NCAA,Pfeiffer Falcons @ High Point Panthers
949,Basketball,28-Dec 19:00,NCAA,Dakota State Trojans @ North Dakota Fighting Hawks
950,Basketball,28-Dec 19:00,NCAA,Harvard Crimson @ Colgate Raiders
951,Basketball,28-Dec 19:00,NCAA,North Central University Rams @ St. Thomas (MN) Tommies
952,Basketball,28-Dec 19:00,NCAA,Le Moyne Dolphins @ Boston College Eagles
953,Basketball,28-Dec 19:00,NCAA,Fort Lauderdale Eagles @ Florida Gulf Coast Eagles
954,Basketball,28-Dec 19:00,NCAA,Columbia Lions @ North Florida Ospreys
955,Basketball,28-Dec 19:00,NCAA,Louisiana Monroe Warhawks @ Kansas State Wildcats
956,Basketball,28-Dec 19:00,NCAA,Liberty Flames @ Florida International Panthers
957,Basketball,28-Dec 19:00,NCAA,Mount Marty Lancers @ South Dakota Coyotes
958,Basketball,28-Dec 19:30,NCAA,Shenandoah Hornets @ Radford Highlanders
959,Basketball,28-Dec 20:00,NCAA,Norfolk State Spartans @ UL Lafayette Ragin' Cajuns
960,Basketball,28-Dec 20:00,NCAA,Averett Cougars @ Longwood Lancers
961,Basketball,28-Dec 20:00,NCAA,Cal State Fullerton Titans @ SMU Mustangs
962,Basketball,28-Dec 20:00,NCAA,Northern Colorado Bears @ Colorado Buffaloes
963,Basketball,28-Dec 20:00,NCAA,Northern Colorado Bears @ Colorado Buffaloes
964,Basketball,28-Dec 20:00,NCAA,Principia College @ Saint Louis Billikens
965,Basketball,28-Dec 20:30,NCAA,College of Biblical Studies Ambassadors @ Sam Houston St. Bearkats
966,Basketball,28-Dec 20:35,US NBA,Golden State Warriors @ Toronto Raptors
967,Basketball,28-Dec 20:35,US NBA,Philadelphia 76ers @ Oklahoma City Thunder
968,Basketball,28-Dec 21:00,NCAA,University Of The Southwest Mustangs @ New Mexico State Aggies
969,Basketball,28-Dec 21:00,NCAA,Truett-McConnell @ Presbyterian Blue Hose
970,Basketball,28-Dec 21:00,NCAA,Charleston Southern Buccaneers @ Richmond Spiders
971,Basketball,28-Dec 22:00,NCAA,Washington State Cougars @ Portland Pilots
972,Basketball,28-Dec 22:00,NCAA,Pacific Union Pioneers @ UC Davis Aggies
973,Basketball,28-Dec 22:00,NCAA,Central Pennsylvania College Knights @ George Mason Patriots
974,Basketball,28-Dec 22:00,NCAA,Columbia College (SC) @ Georgia St Panthers
975,Basketball,28-Dec 22:30,NCAA,Fisk Bulldogs @ Austin Peay Governors
976,Basketball,28-Dec 23:00,NCAA,Pacific Tigers @ San Diego Toreros
977,Basketball,28-Dec 23:00,Argentina LNB,Club Atletico San Lorenzo de Almagro v Obras Sanitarias
978,Basketball,28-Dec 23:00,NCAA,McPherson Central Christian @ Kansas City Roos
979,Basketball,28-Dec 23:00,NCAA,Santa Clara Broncos @ Oregon State Beavers
980,Basketball,28-Dec 23:00,NCAA,Old Dominion Monarchs @ Maryland Terrapins
981,Basketball,28-Dec 23:05,US NBA,Memphis Grizzlies @ Washington Wizards
982,Basketball,28-Dec 23:05,US NBA,Boston Celtics @ Portland Trail Blazers
983,Basketball,29-Dec 00:00,NCAA,Stanton Elks @ UC San Diego Tritons
984,Basketball,29-Dec 00:00,NCAA,Florida A&M Rattlers @ Georgia Tech Yellow Jackets
985,Basketball,29-Dec 00:00,NCAA,Saint Mary's Gaels @ Loyola Marymount Lions
986,Basketball,29-Dec 01:00,NCAA,Gonzaga Bulldogs @ Pepperdine Waves
987,Basketball,29-Dec 01:00,NCAA,San Francisco Dons @ Seattle Redhawks
988,Basketball,29-Dec 01:00,NCAA,Nebraska Omaha Mavericks @ Oregon Ducks
989,Basketball,29-Dec 02:05,US NBA,Detroit Pistons @ Los Angeles Clippers
990,Basketball,29-Dec 02:35,US NBA,Sacramento Kings @ Los Angeles Lakers
991,Basketball,29-Dec 08:35,Australia NBL,Tasmania JackJumpers v South East Melbourne Phoenix
992,Basketball,29-Dec 10:00,South Korea KBL,Goyang Skygunners v SK Knights
993,Basketball,29-Dec 10:00,Korea WKBL,Shinhan Bank S-Birds Women v Samsunglife Blueminx Women
994,Basketball,29-Dec 10:00,Korea WKBL,Shinhan Bank S-Birds Women v Samsunglife Blueminx Women
995,Boxing,21-Dec 22:00,Boxing Bouts,Ebenezer Tetteh v Lawrence Okolie
996,Boxing,21-Dec 22:00,Boxing Bouts,Tony Yoka v Patrick Korte
997,Boxing,27-Dec 11:00,Boxing Bouts,Masamichi Yabuki v Felix Alvarado
998,Boxing,27-Dec 16:30,Boxing Bouts,Reito Tsutsumi v Leobardo Quintana Sanchez
999,Boxing,27-Dec 17:00,Boxing Bouts,Taiga Imanaga v Eridson Garcia
1000,Boxing,27-Dec 18:00,Boxing Bouts,Junto Nakatani v Sebastian Hernandez Reyes
1001,Boxing,27-Dec 18:30,Boxing Bouts,Hayato Tsutsumi v James Dickens
1002,Boxing,27-Dec 19:00,Boxing Bouts,Naoya Inoue v Alan Picasso Romero
1003,Boxing,27-Dec 21:30,Boxing Bouts,Kenshiro Teraji v Willibaldo Garcia Perez
1004,Cricket,21-Dec 11:00,Uganda Maxx T20 Qualifiers,Strikers v Royals (UGA)
1005,Cricket,21-Dec 13:30,Women's T20 International,India Women v Sri Lanka Women
1006,Cricket,21-Dec 14:30,International League T20,Desert Vipers v MI Emirates
1007,Cricket,21-Dec 17:00,Falcons Champions Trophy T20,Thunder Cats v Al Hajery CC
1008,Cricket,22-Dec 04:15,Indo-Nepal T20 Championship,Armed Police Force Club v Delhi Wonders Cricket Club
1009,Cricket,22-Dec 07:30,Indo-Nepal T20 Championship,Nepal Police Club v Talatala Institute Club Kolkata
1010,Cricket,22-Dec 08:15,Australia Twenty20 Big Bash,Sydney Thunder v Brisbane Heat
