,Sport,Date,Competition,Description
0,AmericanFootball,21-Dec 18:00,US NFL,Tampa Bay Buccaneers @ Carolina Panthers
1,AmericanFootball,21-Dec 18:00,US NFL,Minnesota Vikings @ New York Giants
2,AmericanFootball,21-Dec 18:00,US NFL,Cincinnati Bengals @ Miami Dolphins
3,AmericanFootball,21-Dec 18:00,US NFL,Los Angeles Chargers @ Dallas Cowboys
4,AmericanFootball,21-Dec 18:00,US NFL,New York Jets @ New Orleans Saints
5,AmericanFootball,21-Dec 18:00,US NFL,Buffalo Bills @ Cleveland Browns
6,AmericanFootball,21-Dec 18:00,US NFL,Kansas City Chiefs @ Tennessee Titans
7,AmericanFootball,21-Dec 21:05,US NFL,Jacksonville Jaguars @ Denver Broncos
8,AmericanFootball,21-Dec 21:05,US NFL,Atlanta Falcons @ Arizona Cardinals
9,AmericanFootball,21-Dec 21:25,US NFL,Las Vegas Raiders @ Houston Texans
10,AmericanFootball,21-Dec 21:25,US NFL,Pittsburgh Steelers @ Detroit Lions
11,AmericanFootball,22-Dec 01:20,US NFL,New England Patriots @ Baltimore Ravens
12,AmericanFootball,22-Dec 19:00,NCAA Division I FBS,Washington State Cougars @ Utah State Aggies
13,AmericanFootball,23-Dec 01:15,US NFL,San Francisco 49ers @ Indianapolis Colts
14,AmericanFootball,23-Dec 19:00,NCAA Division I FBS,Toledo Rockets @ Louisville Cardinals
15,AmericanFootball,23-Dec 22:30,NCAA Division I FBS,Western Kentucky Hilltoppers @ Southern Miss Golden Eagles
16,AmericanFootball,24-Dec 02:00,NCAA Division I FBS,UNLV Rebels @ Ohio Bobcats
17,AmericanFootball,25-Dec 01:00,NCAA Division I FBS,California Golden Bears @ Hawaii Rainbow Warriors
18,AmericanFootball,25-Dec 18:00,US NFL,Dallas Cowboys @ Washington Commanders
19,AmericanFootball,25-Dec 21:30,US NFL,Detroit Lions @ Minnesota Vikings
20,AmericanFootball,26-Dec 01:15,US NFL,Denver Broncos @ Kansas City Chiefs
21,AmericanFootball,26-Dec 18:00,NCAA Division I FBS,Central Michigan Chippewas @ Northwestern Wildcats
22,AmericanFootball,26-Dec 21:30,NCAA Division I FBS,New Mexico Lobos @ Minnesota Golden Gophers
23,AmericanFootball,27-Dec 01:00,NCAA Division I FBS,Florida International Panthers @ UTSA Roadrunners
24,AmericanFootball,27-Dec 16:00,NCAA Division I FBS,Pittsburgh Panthers @ East Carolina Pirates
25,AmericanFootball,27-Dec 17:00,NCAA Division I FBS,Penn State Nittany Lions @ Clemson Tigers
26,AmericanFootball,27-Dec 19:15,NCAA Division I FBS,Connecticut Huskies @ Army Black Knights
27,AmericanFootball,27-Dec 20:30,NCAA Division I FBS,Georgia Tech Yellow Jackets @ BYU Cougars
28,AmericanFootball,27-Dec 21:30,US NFL,Houston Texans @ Los Angeles Chargers
29,AmericanFootball,27-Dec 21:30,NCAA Division I FBS,Miami Ohio Red Hawks @ Fresno State Bulldogs
30,AmericanFootball,27-Dec 22:45,NCAA Division I FBS,North Texas Mean Green @ San Diego State Aztecs
31,AmericanFootball,27-Dec 22:45,NCAA Division I FBS,North Texas Mean Green @ San Diego State Aztecs
32,AmericanFootball,28-Dec 00:30,NCAA Division I FBS,Virginia Cavaliers @ Missouri Tigers
33,AmericanFootball,28-Dec 01:00,US NFL,Baltimore Ravens @ Green Bay Packers
34,AmericanFootball,28-Dec 02:15,NCAA Division I FBS,LSU Tigers @ Houston Cougars
35,AmericanFootball,28-Dec 18:00,US NFL,Tampa Bay Buccaneers @ Miami Dolphins
36,AmericanFootball,28-Dec 18:00,US NFL,Pittsburgh Steelers @ Cleveland Browns
37,AmericanFootball,28-Dec 18:00,US NFL,New England Patriots @ New York Jets
38,AmericanFootball,28-Dec 18:00,US NFL,Jacksonville Jaguars @ Indianapolis Colts
39,AmericanFootball,28-Dec 18:00,US NFL,New Orleans Saints @ Tennessee Titans
40,AmericanFootball,28-Dec 18:00,US NFL,Arizona Cardinals @ Cincinnati Bengals
41,AmericanFootball,28-Dec 18:00,US NFL,Seattle Seahawks @ Carolina Panthers
42,AmericanFootball,28-Dec 21:05,US NFL,New York Giants @ Las Vegas Raiders
43,AmericanFootball,28-Dec 21:25,US NFL,Philadelphia Eagles @ Buffalo Bills
44,AmericanFootball,29-Dec 01:20,US NFL,Chicago Bears @ San Francisco 49ers
45,Baseball,21-Dec 20:00,Mexico LMP,Charros de Jalisco @ Tucson
46,Baseball,21-Dec 23:00,Mexico LMP,Charros de Jalisco @ Tucson
47,Baseball,22-Dec 00:00,Mexico LMP,Venados de Mazatlan @ Naranjeros De Hermosillo
48,Baseball,22-Dec 00:00,Mexico LMP,Aguilas de Mexicali @ Caneros De Los Mochis
49,Baseball,22-Dec 00:05,Mexico LMP,Algodoneros De Guasave @ Tomateros De Culiacan
50,Baseball,22-Dec 00:10,Mexico LMP,Jaguares de Nayarit @ Yaquis de Cd Obregon
51,Baseball,23-Dec 02:00,Mexico LMP,Tomateros De Culiacan @ Venados de Mazatlan
52,Baseball,23-Dec 02:30,Mexico LMP,Charros de Jalisco @ Jaguares de Nayarit
53,Baseball,23-Dec 02:30,Mexico LMP,Yaquis de Cd Obregon @ Algodoneros De Guasave
54,Baseball,23-Dec 02:30,Mexico LMP,Caneros De Los Mochis @ Naranjeros De Hermosillo
55,Baseball,23-Dec 03:30,Mexico LMP,Tucson @ Aguilas de Mexicali
56,Baseball,23-Dec 19:00,Mexico LMP,Caneros De Los Mochis @ Naranjeros De Hermosillo
57,Baseball,23-Dec 22:00,Mexico LMP,Caneros De Los Mochis @ Naranjeros De Hermosillo
58,Baseball,24-Dec 00:00,Mexico LMP,Caneros De Los Mochis @ Naranjeros De Hermosillo
59,Baseball,24-Dec 00:00,Mexico LMP,Tucson @ Aguilas de Mexicali
60,Baseball,24-Dec 01:00,Mexico LMP,Charros de Jalisco @ Jaguares de Nayarit
61,Baseball,24-Dec 01:00,Mexico LMP,Tomateros De Culiacan @ Venados de Mazatlan
62,Baseball,24-Dec 01:00,Mexico LMP,Yaquis de Cd Obregon @ Algodoneros De Guasave
63,Baseball,24-Dec 03:00,Mexico LMP,Caneros De Los Mochis @ Naranjeros De Hermosillo
64,Baseball,24-Dec 03:30,Mexico LMP,Charros de Jalisco @ Jaguares de Nayarit
65,Baseball,24-Dec 03:30,Mexico LMP,Tucson @ Aguilas de Mexicali
66,Baseball,24-Dec 03:30,Mexico LMP,Yaquis de Cd Obregon @ Algodoneros De Guasave
67,Baseball,24-Dec 03:30,Mexico LMP,Tomateros De Culiacan @ Venados de Mazatlan
68,Baseball,26-Dec 00:00,Mexico LMP,Algodoneros De Guasave @ Charros de Jalisco
69,Baseball,26-Dec 00:10,Mexico LMP,Venados de Mazatlan @ Yaquis de Cd Obregon
70,Baseball,26-Dec 01:00,Mexico LMP,Jaguares de Nayarit @ Caneros De Los Mochis
71,Baseball,26-Dec 01:05,Mexico LMP,Aguilas de Mexicali @ Tomateros De Culiacan
72,Baseball,26-Dec 08:00,Australia ABL,Sydney Blue Sox @ Brisbane Bandits
73,Baseball,26-Dec 08:30,Australia ABL,Perth Heat @ Adelaide Giants
74,Baseball,27-Dec 01:30,Mexico LMP,Algodoneros De Guasave @ Charros de Jalisco
75,Baseball,27-Dec 02:05,Mexico LMP,Naranjeros De Hermosillo @ Tucson
76,Baseball,27-Dec 02:05,Mexico LMP,Naranjeros De Hermosillo @ Tucson
77,Baseball,27-Dec 02:05,Mexico LMP,Aguilas de Mexicali @ Tomateros De Culiacan
78,Baseball,27-Dec 02:10,Mexico LMP,Venados de Mazatlan @ Yaquis de Cd Obregon
79,Baseball,27-Dec 02:30,Mexico LMP,Jaguares de Nayarit @ Caneros De Los Mochis
80,Baseball,27-Dec 04:30,Australia ABL,Sydney Blue Sox @ Brisbane Bandits
81,Baseball,27-Dec 08:00,Australia ABL,Sydney Blue Sox @ Brisbane Bandits
82,Baseball,27-Dec 08:30,Australia ABL,Perth Heat @ Adelaide Giants
83,Baseball,27-Dec 23:00,Mexico LMP,Naranjeros De Hermosillo @ Tucson
84,Baseball,28-Dec 00:00,Mexico LMP,Algodoneros De Guasave @ Charros de Jalisco
85,Baseball,28-Dec 01:00,Mexico LMP,Jaguares de Nayarit @ Caneros De Los Mochis
86,Baseball,28-Dec 01:05,Mexico LMP,Aguilas de Mexicali @ Tomateros De Culiacan
87,Baseball,28-Dec 01:10,Mexico LMP,Venados de Mazatlan @ Yaquis de Cd Obregon
88,Baseball,28-Dec 02:00,Mexico LMP,Naranjeros De Hermosillo @ Tucson
89,Baseball,28-Dec 08:30,Australia ABL,Perth Heat @ Adelaide Giants
90,Baseball,28-Dec 23:00,Mexico LMP,Tomateros De Culiacan @ Jaguares de Nayarit
91,Baseball,28-Dec 23:00,Mexico LMP,Charros de Jalisco @ Aguilas de Mexicali
92,Baseball,29-Dec 00:00,Mexico LMP,Yaquis de Cd Obregon @ Naranjeros De Hermosillo
93,Baseball,29-Dec 00:00,Mexico LMP,Caneros De Los Mochis @ Venados de Mazatlan
94,Baseball,29-Dec 00:00,Mexico LMP,Tucson @ Algodoneros De Guasave
95,Basketball,21-Dec 11:00,Spain ACB,CB Breogan Lugo v Bilbao Basket
96,Basketball,21-Dec 11:00,Bulgaria NBL,Levski v Spartak Pleven
97,Basketball,21-Dec 11:00,Spain Adecco Oro,Tizona Burgos v CB Lucentum Alicante
98,Basketball,21-Dec 11:00,Italy Lega 1 Basket,Dinamo Basket Sassari v Pallacanestro Trapani
99,Basketball,21-Dec 11:00,Greece A1 Ethniki,Olympiakos BC v Kolossos Rhodes
100,Basketball,21-Dec 11:00,Ukraine Super League,KDPU Kryvyi Rih v BC Dnipro Dnipropetrovsk
101,Basketball,21-Dec 11:00,Adriatic League,KK Mega Basket v Cedevita Olimpija
102,Basketball,21-Dec 11:00,Turkey KBSL Women,Nesibe Aydın Women v Fenerbahce Women
103,Basketball,21-Dec 11:00,Spain Adecco Oro,CD Estela v Fibwi Palma
104,Basketball,21-Dec 11:00,Spain Women's Liga Femenina,CB Avenida Women v Ferrol Women
105,Basketball,21-Dec 11:30,Philippines PBA Philippine Cup,Barangay Ginebra v Titan Ultra Giant Risers
106,Basketball,21-Dec 11:30,Spain ACB,FC Barcelona Regal v Club Joventut Badalona
107,Basketball,21-Dec 11:30,Spain Adecco Oro,CB Zamora v Oviedo Baloncesto
108,Basketball,21-Dec 11:35,China CBA,Tianjin Pioneers v Shanxi Loongs
109,Basketball,21-Dec 11:35,China CBA,Jiangsu Dragons v Guangzhou Long-Lions
110,Basketball,21-Dec 11:35,China CBA,Zhejiang Lions v Shanghai Sharks
111,Basketball,21-Dec 11:35,China CBA,GuangDong Southern Tigers v Qingdao Eagles
112,Basketball,21-Dec 11:45,Turkey TBL,Ankara Kolejliler v Cayirova Belediyesi
113,Basketball,21-Dec 12:00,North Macedonia Prva Liga,MZT Skopje v Cair 2030
114,Basketball,21-Dec 12:00,Adriatic League,SC Darby v BC Dubai
115,Basketball,21-Dec 12:00,Ukraine Super League,BC Rivne v BC Kiev
116,Basketball,21-Dec 12:00,Spain Women's Liga Femenina,Hozono Global Jairis Women v Casademont Zaragoza Women
117,Basketball,21-Dec 12:05,Baltic Basketball League (W),BC Kibirkstis Vilnius II (VKM) Women v Klaipedos LCC Women
118,Basketball,21-Dec 12:30,Turkey Super Ligi,Bursaspor v Mersin BSB
119,Basketball,21-Dec 12:30,Baltic Basketball League (W),MKK Panevezys Women v Siauliai Women
120,Basketball,21-Dec 13:00,Turkey TKBL (W),Darica Basketbol Feneri Women v Yalova Women
121,Basketball,21-Dec 13:00,Turkey TB2L,Kerasus v High Touch
122,Basketball,21-Dec 13:00,Latvia - Estonian Basketball League,BK Rigas Zelli v BK VEF Riga
123,Basketball,21-Dec 13:00,Serbia KLS,Radnicki Kragujevac v OKK Beograd
124,Basketball,21-Dec 13:30,Turkey TBL,Harem Spor Kulubu v Bordo Sportif RS
125,Basketball,21-Dec 13:30,Turkey TBL,Best Balikesir v Fenerbahce Ulker II
126,Basketball,21-Dec 13:30,Turkey TBL,Harem Spor Kulubu v Bordo Sportif RS
127,Basketball,21-Dec 14:00,British Basketball League (W),Caledonia Gladiators Women v Newcastle Eagles Women
128,Basketball,21-Dec 14:00,France ProA LNB,Monaco v Nanterre
129,Basketball,21-Dec 14:00,Brazil NBB,Cruzeiro v Flamengo
130,Basketball,21-Dec 14:00,Turkey KBSL Women,Orman Genclik Women v Emlak Konut Women
131,Basketball,21-Dec 14:00,Poland 1 Liga Mezczyzn,Spojnia Stargard v Polonia Warszawa
132,Basketball,21-Dec 14:00,Brazil NBB,Pinheiros/SKY v Sport Clube Corinthians Paulista
133,Basketball,21-Dec 14:00,Germany BBL,Academics Heidelberg v Hamburg Towers
134,Basketball,21-Dec 14:00,Lega Basket A1 (women),San Martino Di Lupari Women v Dinamo Sassari Women
135,Basketball,21-Dec 14:00,Finland Korisliiga Women,Kouvottaret Women v Vimpelin Veto Women
136,Basketball,21-Dec 14:00,Brazil NBB,Minas v Vasco da Gama RJ
137,Basketball,21-Dec 14:00,Brazil NBB,Caxias do Sul v Unifacisa
138,Basketball,21-Dec 14:00,Germany BBL,Baskets Wurzburg v Mitteldeutscher BC
139,Basketball,21-Dec 14:00,Greece A1 Ethniki,AS Karditsas v Maroussi Athens
140,Basketball,21-Dec 14:00,Ukraine Super League,MBK Mykolaev v BK Zaporozhye
141,Basketball,21-Dec 14:15,France Women's LfB,Flames Carolo Women v Villeneuve D'Ascq Women
142,Basketball,21-Dec 14:15,France Women's LfB,Basket Landes Women v Lyon Women
143,Basketball,21-Dec 14:30,France Women's LfB,Chartres Women v Roche Vendee Women
144,Basketball,21-Dec 14:30,France Women's LfB,Montpellier Women v Toulouse Women
145,Basketball,21-Dec 15:00,Poland BLK (W),Wisla Can-Pack Women v AZS Lublin Women
146,Basketball,21-Dec 15:00,Latvia - Estonian Basketball League,TTU Korvpalliklubi v Liepajas Lauvas
147,Basketball,21-Dec 15:00,Turkey Super Ligi,Merkezefendi Belediye v Turk Telekom
148,Basketball,21-Dec 15:00,Latvia - Estonian Basketball League,Tartu Rock v Ventspils
149,Basketball,21-Dec 15:00,Super League,Manchester Basketball v Surrey 89ers
150,Basketball,21-Dec 15:00,Portuguese Super Cup,Lisboa e Benfica v FC Porto
151,Basketball,21-Dec 15:00,Denmark Basketligaen,Bears Academy v BMS Herlev
152,Basketball,21-Dec 15:00,Finland Korisliiga,UU-Korihait v Helsinki Seagulls
153,Basketball,21-Dec 15:00,France Women's LfB,Bourges Basket Women v UFAB Angers 49 Women
154,Basketball,21-Dec 15:00,Italy Lega 1 Basket,Reyer Venezia Mestre v Gevi Napoli Basket
155,Basketball,21-Dec 15:00,Poland BLK (W),Jelenia Gora Women v AZS Poznan Women
156,Basketball,21-Dec 15:00,Serbia KLS,Vojvodina Srbijagas v KK Cacak 94
157,Basketball,21-Dec 15:00,Latvia - Estonian Basketball League,Tartu Rock v Ventspils
158,Basketball,21-Dec 15:00,Greece A2 Ethniki,Sofadon v Panerythraikos AS
159,Basketball,21-Dec 15:00,Finland Korisliiga,UU-Korihait v Helsinki Seagulls
160,Basketball,21-Dec 15:00,Greece A2 Ethniki,AEO Proteas Voulas v Peiramatiko Machites
161,Basketball,21-Dec 15:00,France Women's LfB,Bourges Basket Women v UFAB Angers 49 Women
162,Basketball,21-Dec 15:00,Greece A2 Ethniki,Megaridas v Volos
163,Basketball,21-Dec 15:15,Turkey TBL,Darussafaka v Kocaeli
164,Basketball,21-Dec 15:15,Turkey TBL,Kahramanmaras v Ormanspor
165,Basketball,21-Dec 15:30,France ProA LNB,ESSM Le Portel v Asvel Villeurbanne
166,Basketball,21-Dec 15:30,France ProA LNB,Strasbourg v Saint-Quentin
167,Basketball,21-Dec 15:30,Croatia A1 Liga,Dubrava v Alkar
168,Basketball,21-Dec 15:30,Germany BBL,Braunschweig v Baskets Oldenburg
169,Basketball,21-Dec 15:30,Latvia - Estonian Basketball League,Keila Coolbet v KK Parnu
170,Basketball,21-Dec 16:00,Spain ACB,UCAM Murcia v Valencia BC
171,Basketball,21-Dec 16:00,Poland BLK (W),Bochnia Women v Sleza Wroclaw Women
172,Basketball,21-Dec 16:00,Italy Lega 1 Basket,Amici Pallacanestro Udinese v De Longhi Treviso
173,Basketball,21-Dec 16:00,Cyprus Division A,Enosis Neon Paralimniou BC v Keravnos Strovolou
174,Basketball,21-Dec 16:00,Czech Republic NBL,SLUNETA Usti nad Labem v BK Opava
175,Basketball,21-Dec 16:00,France Women's LfB,Landerneau Women v Charnay Basket Burgundy Women
176,Basketball,21-Dec 16:30,Austria Superliga,USBC Graz v BBC Nord
177,Basketball,21-Dec 16:30,Austria Superliga,BC Zepter Vienna v Raiffeisen Furstenfeld Panthers
178,Basketball,21-Dec 16:30,Austria Superliga,Swans Gmunden v SKN St Polten
179,Basketball,21-Dec 16:35,Israel Ligat Haal,Hapoel Beer Sheva v Hapoel Jerusalem
180,Basketball,21-Dec 17:00,Lega Basket A1 (women),Givova Battipaglia Women v Reyer Venezia Mestre Women
181,Basketball,21-Dec 17:00,Spain Adecco Oro,Basket Cartagena v Leyma Basquet Coruna
182,Basketball,21-Dec 17:00,Lega Basket A1 (women),BC Castelnuovo Scrivia ASD Women v ASD Geas Basket Women
183,Basketball,21-Dec 17:00,Italy Serie A2 Women,Terme Salus Ants Viterbo Women v ASD Basket Costa Women
184,Basketball,21-Dec 17:00,Italy Lega 1 Basket,Vanoli Braga Cremona v Derthona Basket
185,Basketball,21-Dec 17:00,Poland PBL,BM Slam Stal Ostrow Wielkopolski v Slask Wroclaw
186,Basketball,21-Dec 17:00,Germany BBL,Baskets Bonn v FC Bayern Munich Basketball
187,Basketball,21-Dec 17:00,Poland BLK (W),Artego Bydgoszcz Women v Energa Torun Women
188,Basketball,21-Dec 17:00,Spain Adecco Oro,Basket Cartagena v Leyma Basquet Coruna
189,Basketball,21-Dec 17:00,Italy Lega 1 Basket,Vanoli Braga Cremona v Derthona Basket
190,Basketball,21-Dec 17:00,NCAA,Pittsburgh Panthers @ Penn State Nittany Lions
191,Basketball,21-Dec 17:00,Israel Ligat Haal,Elitzur Kiryat Ata v Hapoel Gilboa Galil Elyon
192,Basketball,21-Dec 17:00,Italy A2 Gold,New Basket Brindisi (Enel) v Pistoia Basket 2000
193,Basketball,21-Dec 17:00,Super League,Caledonia Gladiators v London Lions
194,Basketball,21-Dec 17:00,NCAA,Colgate Raiders @ Florida Gators
195,Basketball,21-Dec 17:00,Israel Ligat Haal,Maccabi Ironi Raanana v Hapoel Holon
196,Basketball,21-Dec 17:00,Italy A2 Gold,Pallacanestro 2.015 Forli v Rinascita Basket Rimini
197,Basketball,21-Dec 17:00,Italy A2 Gold,Urania Milano v Roseto Sharks
198,Basketball,21-Dec 17:00,Spain Adecco Oro,Club Melilla Baloncesto v Hestia Menorca
199,Basketball,21-Dec 17:00,Italy A2 Gold,Baltur Cento v Scaligera Basket Verona
200,Basketball,21-Dec 17:00,Poland PBL,BM Slam Stal Ostrow Wielkopolski v Slask Wroclaw
201,Basketball,21-Dec 17:00,Italy A2 Gold,Basket Torino v Blu Basket Treviglio
202,Basketball,21-Dec 17:00,NCAA,Penn State Brandywine Nittany Lions @ Mount St. Marys Mountaineers
203,Basketball,21-Dec 17:00,Lega Basket A1 (women),BC Castelnuovo Scrivia ASD Women v ASD Geas Basket Women
204,Basketball,21-Dec 17:00,Poland PBL,Stelmet Zielona Gora v Anwil Wloclawek
205,Basketball,21-Dec 17:00,Israel Ligat Haal,Bnei Herzliya v Hapoel Tel Aviv
206,Basketball,21-Dec 17:00,Poland BLK (W),Artego Bydgoszcz Women v Energa Torun Women
207,Basketball,21-Dec 17:00,Italy A2 Gold,Fortitudo Bologna 103 v Ruvo di Puglia
208,Basketball,21-Dec 17:00,Italy Serie A2 Women,Milano Basket Stars Women v GS Jolly Acli Basket Livorno ASD Women
209,Basketball,21-Dec 17:00,Israel Ligat Haal,Ironi Ramat Gan v Hapoel Galil Elion
210,Basketball,21-Dec 17:00,Italy A2 Gold,Scafati Basket v Juvi Cremona Ferraroni
211,Basketball,21-Dec 17:00,Italy Serie A2 Women,Golfobasket Women v ASD Pol Virtus Eirene Ragusa Women
212,Basketball,21-Dec 17:00,Israel Ligat Haal,Maccabi Rishon LeZion v Elitzur Netanya
213,Basketball,21-Dec 17:00,Italy Serie A2 Women,Pallacanestro Femminile Umbertide Women v AS Vicenza Basket Femminile Women
214,Basketball,21-Dec 17:00,NCAA,Clinton College Golden Bears @ Winthrop Eagles
215,Basketball,21-Dec 17:00,Italy A2 Gold,VL Pesaro v Real Sebastiani Rieti
216,Basketball,21-Dec 17:00,Spain Adecco Oro,Baloncesto Fuenlabrada v Palencia Baloncesto
217,Basketball,21-Dec 17:00,Lithuania King Mindaugas Cup,Jonavos SK v Zalgiris Kaunas
218,Basketball,21-Dec 17:00,NCAA,Rosemont College Ravens @ Navy Midshipmen
219,Basketball,21-Dec 17:00,NCAA,Penn State Brandywine Nittany Lions @ Mount St. Marys Mountaineers
220,Basketball,21-Dec 17:00,Italy A2 Gold,VL Pesaro v Real Sebastiani Rieti
221,Basketball,21-Dec 17:00,Spain Adecco Oro,Ourense v Gipuzkoa Basket
222,Basketball,21-Dec 17:00,Germany BBL,Baskets Bonn v FC Bayern Munich Basketball
223,Basketball,21-Dec 17:00,Super League,Caledonia Gladiators v London Lions
224,Basketball,21-Dec 17:00,Lega Basket A1 (women),Givova Battipaglia Women v Reyer Venezia Mestre Women
225,Basketball,21-Dec 17:00,Italy A2 Gold,Libertas Livorno 1947 SSD v Gemini Mestre
226,Basketball,21-Dec 17:30,Germany Pro A,Wwu Baskets Munster v Wolmirstedt
227,Basketball,21-Dec 17:30,Turkey Super Ligi,Manisa v Petkim Spor Aliaga
228,Basketball,21-Dec 18:00,NCAA,Quinnipiac Bobcats @ Hofstra Pride
229,Basketball,21-Dec 18:00,France ProA LNB,Paris v Cholet Basket
230,Basketball,21-Dec 18:00,NCAA,Southern University Jaguars @ Baylor Bears
231,Basketball,21-Dec 18:00,British Basketball League (W),Manchester Mystics Women v Oaklands Wolves W
232,Basketball,21-Dec 18:00,NCAA,Ole Miss Rebels @ North Carolina State Wolfpack
233,Basketball,21-Dec 18:00,Spain ACB,Unicaja Malaga v Cazoo Baskonia Vitoria Gasteiz
234,Basketball,21-Dec 18:00,NCAA,Stony Brook Seawolves @ Marist Red Foxes
235,Basketball,21-Dec 18:00,Italy Lega 1 Basket,Grissin Bon Reggio Emilia v Aquila Trento
236,Basketball,21-Dec 18:00,NCAA,Lehigh Mountain Hawks @ Monmouth Hawks
237,Basketball,21-Dec 18:00,NCAA,Vanderbilt Commodores @ Wake Forest Demon Deacons
238,Basketball,21-Dec 18:15,Austria Superliga,Kapfenburg Bulls v WBC Wels
239,Basketball,21-Dec 18:30,Croatia A1 Liga,Zabok v Kvarner 2010
240,Basketball,21-Dec 18:55,Israel Ligat Haal,Maccabi Ironi Ness Ziona v Maccabi Tel Aviv
241,Basketball,21-Dec 19:00,Adriatic League,Spartak Subotica v KK Bosna Sarajevo
242,Basketball,21-Dec 19:00,NCAA,Holy Family Tigers @ Delaware State Hornets
243,Basketball,21-Dec 19:00,Poland 1 Liga Mezczyzn,AZS Politechnika Warszawska v Big Star Tychy
244,Basketball,21-Dec 19:00,NCAA,VU of Lynchburg Dragons @ NC Greensboro Spartans
245,Basketball,21-Dec 19:00,NCAA,Murray State Racers @ Valparaiso Beacons
246,Basketball,21-Dec 19:00,NCAA,Presbyterian Blue Hose @ Manhattan Jaspers
247,Basketball,21-Dec 19:00,NCAA,Kennesaw State Owls @ Alabama Crimson Tide
248,Basketball,21-Dec 19:00,NCAA,Loyola Maryland Greyhounds @ George Mason Patriots
249,Basketball,21-Dec 19:00,NCAA,Maine Black Bears @ Drexel Dragons
250,Basketball,21-Dec 19:00,NCAA,Cal State Fullerton Titans @ Oklahoma State Cowboys
251,Basketball,21-Dec 19:00,NCAA,Southern Illinois Salukis @ Bradley Braves
252,Basketball,21-Dec 19:00,NCAA,Cumberland @ Middle Tennessee Blue Raiders
253,Basketball,21-Dec 19:00,Croatia A1 Liga,Dinamo Zagreb v Dubrovnik
254,Basketball,21-Dec 19:00,NCAA,Purdue Fort Wayne Mastodons @ Notre Dame Fighting Irish
255,Basketball,21-Dec 19:00,Italy Lega 1 Basket,Pallacanestro Varese v Pallacanestro Trieste
256,Basketball,21-Dec 19:00,NCAA,Murray State Racers @ Valparaiso Beacons
257,Basketball,21-Dec 19:00,NCAA,Kennesaw State Owls @ Alabama Crimson Tide
258,Basketball,21-Dec 19:00,NCAA,Charleston Southern Buccaneers @ Furman Paladins
259,Basketball,21-Dec 19:00,NCAA,Maine Black Bears @ Drexel Dragons
260,Basketball,21-Dec 19:00,NCAA,Central Arkansas Bears @ SMU Mustangs
261,Basketball,21-Dec 19:30,NCAA,Virginia Military Keydets @ Radford Highlanders
262,Basketball,21-Dec 20:00,NCAA,Gardner Webb Runnin' Bulldogs @ Tennessee Volunteers
263,Basketball,21-Dec 20:00,NCAA,UNC Asheville Bulldogs @ UAB Blazers
264,Basketball,21-Dec 20:00,NCAA,Northern Arizona Lumberjacks @ Incarnate Word Cardinals
265,Basketball,21-Dec 20:00,NCAA,Oregon State Beavers @ Arizona State Sun Devils
266,Basketball,21-Dec 20:00,NCAA,New Hampshire Wildcats @ Saint Louis Billikens
267,Basketball,21-Dec 20:00,NCAA,UMBC Retrievers @ South Florida Bulls
268,Basketball,21-Dec 20:00,NCAA,Chattanooga Mocs @ Alabama A&M Bulldogs
269,Basketball,21-Dec 20:00,NCAA,Cornell Big Red @ Albany Great Danes
270,Basketball,21-Dec 20:00,NCAA,Cincinnati Bearcats @ Clemson Tigers
271,Basketball,21-Dec 20:35,US NBA,Chicago Bulls @ Atlanta Hawks
272,Basketball,21-Dec 21:00,NCAA,Sam Houston St. Bearkats @ New Mexico State Aggies
273,Basketball,21-Dec 21:00,NCAA,UC Santa Cruz Banana Slugs @ USC Trojans
274,Basketball,21-Dec 21:00,NCAA,East Texas A&M Lions @ Texas A&M Aggies
275,Basketball,21-Dec 21:00,NCAA,Drake University Bulldogs @ Evansville Purple Aces
276,Basketball,21-Dec 21:00,NCAA,Brown Bears @ USC Trojans
277,Basketball,21-Dec 21:00,NCAA,North Florida Ospreys @ Miami FL Hurricanes
278,Basketball,21-Dec 21:00,NCAA,Florida A&M Rattlers @ TCU Horned Frogs
279,Basketball,21-Dec 21:00,NCAA,La Salle Explorers @ Michigan Wolverines
280,Basketball,21-Dec 21:30,NCAA,Connecticut Huskies @ DePaul Blue Demons
281,Basketball,21-Dec 21:30,NCAA,Connecticut Huskies @ DePaul Blue Demons
282,Basketball,21-Dec 22:00,Brazil NBB,Uniao Corinthians v Basquete Cearen
283,Basketball,21-Dec 22:00,NCAA,Columbia Lions @ California Golden Bears
284,Basketball,21-Dec 22:00,NCAA,Indiana State Sycamores @ Illinois State Redbirds
285,Basketball,21-Dec 22:00,NCAA,Wisconsin Milwaukee Panthers @ Cleveland State Vikings
286,Basketball,21-Dec 22:00,NCAA,Eastern Kentucky Colonels @ Wichita State Shockers
287,Basketball,21-Dec 23:00,Argentina LNB,Obera TC v Obras Sanitarias
288,Basketball,21-Dec 23:00,NCAA,Campbell Fighting Camels @ Minnesota Golden Gophers
289,Basketball,21-Dec 23:00,NCAA,UC Davis Aggies @ Idaho St Bengals
290,Basketball,21-Dec 23:00,NCAA,Gonzaga Bulldogs @ Oregon Ducks
291,Basketball,21-Dec 23:00,NCAA,Austin Peay Governors @ Kansas City Roos
292,Basketball,21-Dec 23:00,NCAA,Long Beach State Beach @ Iowa State Cyclones
